CustomerID,CustomerName,Gender,Age,City,JoinDate,LoyaltyLevel
282,Customer_282,Male,34,Makkah,1/30/2023,Bronze
283,Customer_283,Male,42,Tabuk,6/11/2024,Gold
284,Customer_284,Male,29,Khobar,6/19/2023,Bronze
285,Customer_285,Male,60,Taif,8/9/2022,Silver
286,Customer_286,Male,56,Taif,11/23/2023,Silver
287,Customer_287,Male,20,Abha,5/5/2022,Bronze
288,Customer_288,Male,23,Madinah,5/16/2025,Platinum
289,Customer_289,Female,60,Tabuk,4/11/2023,Silver
290,Customer_290,Male,22,Jeddah,1/31/2024,Gold
291,Customer_291,Female,40,Madinah,4/9/2022,Silver
292,Customer_292,Female,43,Jazan,1/10/2021,Gold
293,Customer_293,Male,44,Taif,8/7/2021,Bronze
294,Customer_294,Female,39,Jeddah,7/3/2025,Gold
295,Customer_295,Female,46,Tabuk,2/28/2024,Platinum
296,Customer_296,Male,39,Khobar,10/27/2024,Platinum
297,Customer_297,Male,48,Jeddah,6/13/2022,Bronze
298,Customer_298,Female,58,Makkah,10/18/2024,Silver
299,Customer_299,Female,44,Abha,11/24/2023,Bronze
300,Customer_300,Female,33,Madinah,7/10/2021,Platinum
301,Customer_301,Female,22,Taif,1/1/2022,Platinum
302,Customer_302,Female,40,Makkah,3/20/2024,Gold
303,Customer_303,Male,30,Khobar,2/18/2025,Silver
304,Customer_304,Male,33,Madinah,2/28/2022,Silver
305,Customer_305,Male,33,Jazan,12/31/2022,Silver
306,Customer_306,Male,25,Jeddah,10/16/2024,Platinum
307,Customer_307,Male,52,Riyadh,10/3/2025,Platinum
308,Customer_308,Female,57,Abha,10/6/2023,Gold
309,Customer_309,Female,29,Taif,7/28/2022,Platinum
310,Customer_310,Male,54,Dammam,4/21/2021,Platinum
311,Customer_311,Female,52,Riyadh,10/27/2023,Gold
312,Customer_312,Female,29,Khobar,9/4/2021,Platinum
313,Customer_313,Female,18,Riyadh,10/12/2024,Silver
314,Customer_314,Female,55,Jeddah,10/29/2022,Gold
315,Customer_315,Female,29,Taif,6/23/2022,Silver
316,Customer_316,Female,48,Jazan,12/4/2022,Gold
317,Customer_317,Male,49,Tabuk,3/8/2022,Platinum
318,Customer_318,Female,41,Tabuk,7/27/2022,Platinum
319,Customer_319,Male,54,Dammam,3/25/2024,Silver
320,Customer_320,Male,35,Makkah,2/12/2024,Platinum
321,Customer_321,Female,30,Dammam,6/27/2025,Silver
322,Customer_322,Female,18,Dammam,5/14/2023,Platinum
323,Customer_323,Male,58,Taif,12/30/2023,Gold
324,Customer_324,Female,37,Madinah,2/26/2024,Bronze
325,Customer_325,Female,24,Dammam,5/3/2021,Silver
326,Customer_326,Female,48,Jeddah,7/11/2023,Gold
327,Customer_327,Female,41,Abha,2/22/2024,Gold
328,Customer_328,Female,19,Tabuk,9/6/2021,Gold
329,Customer_329,Male,54,Jazan,8/23/2024,Silver
330,Customer_330,Female,40,Abha,10/10/2024,Platinum
331,Customer_331,Female,23,Tabuk,6/10/2024,Gold
332,Customer_332,Female,58,Dammam,11/14/2025,Silver
333,Customer_333,Female,44,Jazan,3/16/2024,Platinum
334,Customer_334,Male,23,Dammam,12/5/2022,Silver
335,Customer_335,Female,38,Madinah,12/25/2024,Gold
336,Customer_336,Female,35,Khobar,5/19/2025,Gold
337,Customer_337,Female,44,Dammam,1/12/2022,Bronze
338,Customer_338,Male,33,Madinah,3/4/2025,Bronze
339,Customer_339,Male,28,Tabuk,7/30/2021,Bronze
340,Customer_340,Male,48,Taif,4/21/2021,Bronze
341,Customer_341,Female,51,Jeddah,8/1/2021,Gold
342,Customer_342,Male,23,Tabuk,9/26/2022,Silver
343,Customer_343,Male,36,Khobar,7/7/2024,Silver
344,Customer_344,Male,51,Dammam,2/28/2021,Bronze
345,Customer_345,Female,38,Khobar,8/15/2023,Gold
346,Customer_346,Female,26,Taif,12/29/2021,Platinum
347,Customer_347,Female,51,Taif,9/27/2022,Gold
348,Customer_348,Female,52,Makkah,7/7/2025,Bronze
349,Customer_349,Female,37,Abha,4/25/2023,Gold
350,Customer_350,Male,37,Riyadh,1/1/2021,Silver
351,Customer_351,Female,36,Khobar,1/1/2024,Bronze
352,Customer_352,Female,48,Madinah,1/19/2021,Platinum
353,Customer_353,Female,56,Makkah,6/20/2025,Bronze
354,Customer_354,Female,30,Tabuk,2/23/2024,Platinum
355,Customer_355,Female,33,Dammam,1/4/2025,Platinum
356,Customer_356,Female,32,Madinah,6/12/2021,Platinum
357,Customer_357,Male,51,Jazan,7/12/2025,Gold
358,Customer_358,Female,59,Taif,7/15/2025,Gold
359,Customer_359,Female,30,Jeddah,1/9/2022,Silver
360,Customer_360,Female,25,Khobar,6/19/2024,Platinum
361,Customer_361,Female,57,Khobar,1/20/2022,Gold
362,Customer_362,Male,27,Riyadh,1/1/2024,Bronze
363,Customer_363,Male,24,Madinah,7/6/2022,Silver
364,Customer_364,Female,18,Makkah,7/4/2021,Silver
365,Customer_365,Male,49,Makkah,12/2/2022,Platinum
366,Customer_366,Female,49,Abha,8/8/2023,Bronze
367,Customer_367,Female,23,Dammam,4/25/2021,Gold
368,Customer_368,Female,22,Taif,8/21/2023,Silver
369,Customer_369,Male,34,Tabuk,8/24/2025,Bronze
370,Customer_370,Male,33,Tabuk,4/29/2025,Platinum
371,Customer_371,Male,20,Makkah,8/2/2023,Bronze
372,Customer_372,Male,48,Tabuk,10/27/2024,Gold
373,Customer_373,Female,28,Riyadh,3/6/2025,Bronze
374,Customer_374,Female,48,Madinah,2/11/2022,Gold
375,Customer_375,Male,60,Makkah,8/20/2021,Silver
376,Customer_376,Female,38,Riyadh,12/9/2021,Gold
377,Customer_377,Male,43,Makkah,1/19/2021,Bronze
378,Customer_378,Female,56,Dammam,1/31/2023,Bronze
379,Customer_379,Male,28,Khobar,7/7/2021,Gold
380,Customer_380,Male,21,Abha,8/13/2024,Silver
381,Customer_381,Male,26,Khobar,4/22/2022,Gold
382,Customer_382,Female,46,Makkah,2/13/2021,Platinum
383,Customer_383,Female,26,Madinah,3/22/2021,Platinum
384,Customer_384,Female,53,Madinah,1/17/2024,Platinum
385,Customer_385,Male,54,Dammam,1/19/2024,Gold
386,Customer_386,Female,47,Madinah,11/12/2025,Silver
387,Customer_387,Male,51,Dammam,7/10/2023,Gold
388,Customer_388,Female,52,Abha,7/19/2023,Bronze
389,Customer_389,Female,29,Riyadh,6/23/2024,Gold
390,Customer_390,Male,38,Jeddah,9/10/2024,Platinum
391,Customer_391,Male,51,Khobar,4/18/2025,Silver
392,Customer_392,Female,38,Tabuk,8/5/2024,Gold
393,Customer_393,Male,24,Taif,9/11/2024,Bronze
394,Customer_394,Male,26,Dammam,11/24/2025,Bronze
395,Customer_395,Male,24,Khobar,1/28/2022,Bronze
396,Customer_396,Male,54,Tabuk,9/9/2024,Platinum
397,Customer_397,Female,21,Abha,3/29/2022,Bronze
398,Customer_398,Male,31,Khobar,9/1/2025,Bronze
399,Customer_399,Female,58,Riyadh,1/10/2023,Platinum
400,Customer_400,Female,21,Jazan,6/29/2022,Bronze
401,Customer_401,Male,37,Jeddah,3/19/2022,Bronze
402,Customer_402,Male,32,Taif,3/1/2023,Silver
403,Customer_403,Male,51,Makkah,3/13/2024,Silver
404,Customer_404,Female,24,Jazan,1/4/2023,Platinum
405,Customer_405,Female,24,Dammam,6/11/2025,Silver
406,Customer_406,Female,50,Abha,9/8/2024,Silver
407,Customer_407,Female,40,Abha,2/1/2024,Gold
408,Customer_408,Female,44,Tabuk,8/19/2025,Gold
409,Customer_409,Male,54,Taif,3/15/2022,Platinum
410,Customer_410,Female,41,Khobar,7/6/2023,Platinum
411,Customer_411,Male,20,Madinah,5/5/2024,Bronze
412,Customer_412,Male,37,Riyadh,9/8/2022,Silver
413,Customer_413,Male,38,Riyadh,4/30/2025,Gold
414,Customer_414,Male,24,Riyadh,8/1/2023,Gold
415,Customer_415,Male,26,Madinah,1/22/2023,Silver
416,Customer_416,Male,34,Madinah,7/8/2021,Platinum
417,Customer_417,Male,22,Abha,6/12/2025,Platinum
418,Customer_418,Male,49,Jazan,8/6/2025,Bronze
419,Customer_419,Female,20,Jazan,2/21/2023,Bronze
420,Customer_420,Male,39,Abha,8/1/2025,Platinum
421,Customer_421,Female,25,Makkah,3/12/2025,Bronze
422,Customer_422,Female,21,Madinah,12/10/2023,Bronze
423,Customer_423,Female,52,Jazan,11/3/2021,Gold
424,Customer_424,Male,27,Riyadh,10/11/2024,Platinum
425,Customer_425,Female,56,Jazan,10/31/2023,Bronze
426,Customer_426,Male,45,Madinah,5/30/2025,Platinum
427,Customer_427,Male,26,Abha,6/19/2021,Platinum
428,Customer_428,Male,53,Tabuk,6/22/2022,Bronze
429,Customer_429,Female,50,Tabuk,5/4/2025,Silver
430,Customer_430,Male,48,Taif,2/10/2022,Platinum
431,Customer_431,Female,59,Jazan,2/6/2022,Silver
432,Customer_432,Male,22,Madinah,5/10/2025,Platinum
433,Customer_433,Female,54,Jeddah,8/19/2021,Platinum
434,Customer_434,Female,41,Abha,1/26/2022,Gold
435,Customer_435,Female,56,Riyadh,4/26/2025,Gold
436,Customer_436,Male,40,Jazan,8/10/2025,Platinum
437,Customer_437,Male,46,Riyadh,8/3/2025,Silver
438,Customer_438,Male,41,Dammam,4/1/2025,Bronze
439,Customer_439,Male,21,Makkah,6/25/2024,Silver
440,Customer_440,Female,18,Abha,11/21/2024,Bronze
441,Customer_441,Female,46,Khobar,2/16/2021,Gold
442,Customer_442,Male,52,Makkah,2/22/2022,Gold
443,Customer_443,Female,57,Dammam,11/24/2024,Bronze
444,Customer_444,Female,55,Taif,3/31/2021,Gold
445,Customer_445,Male,21,Madinah,2/16/2022,Gold
446,Customer_446,Male,47,Riyadh,5/17/2021,Platinum
447,Customer_447,Female,60,Abha,11/6/2025,Bronze
448,Customer_448,Male,36,Tabuk,4/19/2022,Platinum
449,Customer_449,Male,38,Khobar,11/11/2025,Bronze
450,Customer_450,Male,30,Taif,7/27/2023,Bronze
451,Customer_451,Male,33,Taif,9/17/2022,Gold
452,Customer_452,Female,43,Dammam,2/7/2021,Gold
453,Customer_453,Female,40,Madinah,4/29/2022,Gold
454,Customer_454,Male,58,Madinah,12/5/2025,Platinum
455,Customer_455,Male,53,Madinah,4/7/2022,Silver
456,Customer_456,Female,43,Dammam,6/29/2021,Platinum
457,Customer_457,Male,44,Makkah,3/19/2024,Silver
458,Customer_458,Female,37,Jazan,11/6/2022,Platinum
459,Customer_459,Male,31,Dammam,4/4/2024,Silver
460,Customer_460,Male,37,Taif,10/4/2021,Platinum
461,Customer_461,Male,59,Jazan,11/20/2021,Gold
462,Customer_462,Male,53,Taif,1/13/2025,Bronze
463,Customer_463,Male,38,Dammam,1/29/2025,Bronze
464,Customer_464,Female,44,Tabuk,9/14/2022,Platinum
465,Customer_465,Female,27,Makkah,8/7/2021,Silver
466,Customer_466,Male,19,Jazan,6/17/2024,Gold
467,Customer_467,Male,56,Makkah,4/18/2022,Bronze
468,Customer_468,Female,23,Khobar,10/2/2021,Platinum
469,Customer_469,Female,29,Tabuk,10/4/2023,Platinum
470,Customer_470,Male,28,Makkah,4/9/2022,Bronze
471,Customer_471,Female,18,Madinah,4/26/2023,Silver
